"CPI nowcast / real-time inflation estimate",,"Cleveland Fed or NY Fed",,,,,,,,,,,"Ticker bar — real-time inflation nowcast","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 101","MISSING_FIELDS",,
"VIX (CBOE Volatility Index)",,"CBOE",,,,,,,,,,,"Ticker bar — VIX volatility index","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 103","MISSING_FIELDS",,
"VIX delayed (Yahoo Finance)",,"Yahoo Finance",,,,,,,,,,,"Ticker bar — delayed VIX feed alternative","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 107","MISSING_FIELDS",,
"DXY (US Dollar Index)",,,,,,,,,,,,,"Ticker bar — US Dollar Index","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 109","MISSING_FIELDS",,
"USD/ILS Bank of Israel official rate",,"Bank of Israel",,"https://edge.bfrm.io/api/v1/rates?symbols=USDILS",,,,,,,,,"Ticker bar — USD/ILS official rate for Israeli investors","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 115","OK",,
"Frankfurter.app",,"Frankfurter",,,,,,,,,,,"Ticker bar — FX feed including ILS","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 119","MISSING_FIELDS",,
"ExchangeRate-API (open.er-api.com)",,"ExchangeRate-API",,"open.er-api.com",,,,,,,,,"Ticker bar — FX feed including ILS","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 119","OK",,
"ECB SDMX",,"ECB",,,,,,,,,,,"Ticker bar — ECB FX feed including ILS","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 119","MISSING_FIELDS",,
"Bank of Israel Key Interest Rate",,"Bank of Israel",,"boi.org.il",,,,,,,,,"Ticker bar — Bank of Israel monetary policy rate","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 123","OK",,
"Israeli CPI / Inflation Rate (CBS)",,"Israeli Central Bureau of Statistics","","cbs.gov.il",,,,,,,,,"Ticker bar — Israeli CPI inflation","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 129","OK",,
"Tel Aviv Stock Exchange indices (TA-35, TA-125, TA Real Estate)",,"TASE",,"tase.co.il",,,,,,,,,"Ticker bar — TASE indices for Israeli investors","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 133","OK",,
"Israeli Government Bond Yields (Shahar 2Y/5Y/10Y)",,,,,,,,,,,,,"Ticker bar — Israeli government bond yields","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 137","MISSING_FIELDS",,
"Israeli Mortgage Rates (Mashkanta)",,,,,,,,,,,,,"Ticker bar — average Israeli mortgage rate","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 139","MISSING_FIELDS",,
"Shekel-denominated CPI-linked bond yields (Galil bonds)",,,,,,,,,,,,,"Ticker bar — Galil CPI-linked bond yields","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 141","MISSING_FIELDS",,
"USD/EUR, USD/GBP, USD/AED, USD/SAR, USD/CAD FX feeds",,,,,,,,,,,,,"Ticker bar — global FX for institutional flows into US CRE","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 145","MISSING_FIELDS",,
"Frankfurter.app (FX for EUR/GBP/AED/SAR/CAD)",,"Frankfurter",,,,,,,,,,,"Ticker bar — FX feed for global capital","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 149","MISSING_FIELDS",,
"open.er-api.com (FX for EUR/GBP/AED/SAR/CAD)",,"ExchangeRate-API",,"open.er-api.com",,,,,,,,,"Ticker bar — FX feed for global capital","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 149","OK",,
"ECB SDMX (FX for EUR/GBP/AED/SAR/CAD)",,"ECB",,,,,,,,,,,"Ticker bar — FX feed for global capital","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 149","MISSING_FIELDS",,
"Gold spot price XAU/USD (CoinGecko)",,"CoinGecko",,,,,,,,,,,"Ticker bar — gold spot as risk-off proxy","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 153","MISSING_FIELDS",,
"Gold spot price XAU/USD (metals-api.com)",,"metals-api.com",,,,,,,,,,,"Ticker bar — gold spot as risk-off proxy","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 155","MISSING_FIELDS",,
"Gold spot price XAU/USD (goldprice.org)",,"goldprice.org",,,,,,,,,,,"Ticker bar — gold spot as risk-off proxy","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 155","MISSING_FIELDS",,
"Brent Crude oil price",,,,,,,,,,,,,"Ticker bar — energy prices for industrial/logistics CRE","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 157","MISSING_FIELDS",,
"WTI oil price",,,,,,,,,,,,,"Ticker bar — energy prices for industrial/logistics CRE","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 157","MISSING_FIELDS",,
"Copper spot price",,,,,,,,,,,,,"Ticker bar — construction cost leading indicator","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 161","MISSING_FIELDS",,
"Lumber futures or index",,,,,,,,,,,,,"Ticker bar — construction cost signal","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 163","MISSING_FIELDS",,
"CoinGecko global crypto market cap",,"CoinGecko",,"api.coingecko.com/api/v3/global",,,,,,,,,"Ticker bar — Bitcoin and total crypto market cap","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 165","OK",,
"CoinGecko Bitcoin price",,"CoinGecko",,"api.coingecko.com/api/v3/simple/price?ids=bitcoin&vs_currencies=usd",,,,,,,,,"Ticker bar — Bitcoin price","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 167","OK",,
"S&P 500 delayed (15-min) feed",,,,,,,,,,,,,"Ticker bar — S&P 500 US equity index","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 171","MISSING_FIELDS",,
"Dow Jones delayed (15-min) feed",,,,,,,,,,,,,"Ticker bar — Dow Jones US equity index","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 171","MISSING_FIELDS",,
"FTSE Nareit All Equity REITs Index",,"Nareit",,,,,,,,,,,"Ticker bar — benchmark for US REIT performance","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 173","MISSING_FIELDS",,
"CMBS Delinquency Rate (FRED DRCRELEXFACBS)",,"FRED",,,,,,,,,,,"Ticker bar — overall CMBS delinquency rate","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 179","OK",,
"Commercial Mortgage Origination Volume (MBA)",,"Mortgage Bankers Association",,,,,,,,,,,"Ticker bar — commercial mortgage origination volume","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 185","MISSING_FIELDS",,
"Cap Rate Spreads (NCREIF)",,"NCREIF",,,,,,,,,,,"Ticker bar — CRE cap rate minus 10Y Treasury","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 189","MISSING_FIELDS",,
"Cap Rate Spreads (Green Street)",,"Green Street",,,,,,,,,,,"Ticker bar — CRE cap rate minus 10Y Treasury","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 193","MISSING_FIELDS",,
"National Office Vacancy Rate",,,,,,,,,,,,,"Ticker bar — national office vacancy","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 195","MISSING_FIELDS",,
"National Retail Vacancy Rate",,,,,,,,,,,,,"Ticker bar — national retail vacancy","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 195","MISSING_FIELDS",,
"National Multifamily Vacancy Rate",,,,,,,,,,,,,"Ticker bar — national multifamily vacancy","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 195","MISSING_FIELDS",,
"National Industrial Vacancy Rate",,,,,,,,,,,,,"Ticker bar — national industrial vacancy","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 195","MISSING_FIELDS",,
"Census Housing Vacancy Survey (HVS)",,"Census",,"census.gov",,,,,,,,,"CRE dashboard — vacancy survey (residential or commercial?)","Terminal_Research_Prompts_May2026.md","SEARCH 1 line 199","OK",,
"Moody's/REIS national vacancy report",,"Moody's/REIS",,,,,,,,,,,"CRE dashboard — vacancy summary","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 201","MISSING_FIELDS",,
"CBRE quarterly vacancy report",,"CBRE",,,,,,,,,,,"CRE dashboard — vacancy report for top 20 MSAs","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 201","MISSING_FIELDS",,
"JLL office vacancy data",,"JLL",,,,,,,,,,,"CRE dashboard — JLL vacancy data","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 201","MISSING_FIELDS",,
"Cushman & Wakefield market report data",,"Cushman & Wakefield",,,,,,,,,,,"CRE dashboard — Cushman & Wakefield vacancy data","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 201","MISSING_FIELDS",,
"Colliers vacancy report",,"Colliers",,,,,,,,,,,"CRE dashboard — Colliers vacancy data","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 269","MISSING_FIELDS",,
"Newmark vacancy report",,"Newmark",,,,,,,,,,,"CRE dashboard — Newmark vacancy data","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 269","MISSING_FIELDS",,
"HUD USPS Vacancy Data",,"HUD",,,,,,,,,,,"CRE dashboard — USPS aggregated vacant address data","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 255","MISSING_FIELDS",,
"Census County Business Patterns",,"Census",,,,,,,,,,,"CRE dashboard — business establishments as proxy for commercial occupancy","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 263","MISSING_FIELDS",,
"CoStar vacancy data",,"CoStar",,,,,,,,,,,"CRE dashboard — CoStar vacancy data for top 20 MSAs","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 269","MISSING_FIELDS",,
"National Association of Realtors (NAR) commercial vacancy data",,"NAR",,,,,,,,,,,"CRE dashboard — NAR commercial data","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 279","MISSING_FIELDS",,
"Federal Reserve regional bank CRE data (NY Fed, Chicago Fed, Dallas Fed)",,"Federal Reserve",,,,,,,,,,,"CRE dashboard — regional Fed CRE vacancy/occupancy data","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 281","MISSING_FIELDS",,
"California CAR state-level CRE data",,"CAR",,,,,,,,,,,"CRE dashboard — California state-level CRE data","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 285","MISSING_FIELDS",,
"New York state-level CRE data",,"New York",,,,,,,,,,,"CRE dashboard — New York state-level CRE data","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 285","MISSING_FIELDS",,
"Texas state-level CRE data",,"Texas",,,,,,,,,,,"CRE dashboard — Texas state-level CRE data","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 285","MISSING_FIELDS",,
"Florida state-level CRE data",,"Florida",,,,,,,,,,,"CRE dashboard — Florida state-level CRE data","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 285","MISSING_FIELDS",,
"Illinois state-level CRE data",,"Illinois",,,,,,,,,,,"CRE dashboard — Illinois state-level CRE data","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 285","MISSING_FIELDS",,
"Zillow Research Data (ZHVI / ZORI)",,"Zillow",,"zillow.com/research/data",,,,,,,,,"CRE dashboard — ZHVI home values and ZORI rent index","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 291","OK",,
"ApartmentList monthly rent reports",,"ApartmentList",,,,,,,,,,,"CRE dashboard — monthly rent reports","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 299","MISSING_FIELDS",,
"Redfin Data Center",,"Redfin",,"redfin.com/news/data-center",,,,,,,,,"CRE dashboard — Redfin housing data","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 303","OK",,
"NAHB Housing Market Index",,"NAHB",,,,,,,,,,,"CRE dashboard — NAHB housing market index","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 307","MISSING_FIELDS",,
"NMHC Quarterly Survey of Apartment Market Conditions",,"NMHC",,,,,,,,,,,"CRE dashboard — NMHC apartment market survey","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 311","MISSING_FIELDS",,
"BLS Quarterly Census of Employment and Wages (QCEW)",,"BLS",,,,,,,,,,,"CRE dashboard — employment growth by MSA as proxy for CRE demand (NAICS 531, 236)","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 315","MISSING_FIELDS",,
"Census Building Permits Survey",,"Census",,,,,,,,,,,"CRE dashboard — new construction permits (commercial vs residential)","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 321","MISSING_FIELDS",,
"CompStak",,"CompStak",,,,,,,,,,,"CRE dashboard — cap rate data (paid alternative referenced)","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 329","MISSING_FIELDS",,
"NCREIF (free data)",,"NCREIF",,,,,,,,,,,"CRE dashboard — free CRE cap rate data","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 333","MISSING_FIELDS",,
"American Council of Life Insurers (ACLI) CRE mortgage data",,"ACLI",,,,,,,,,,,"CRE dashboard — ACLI CRE mortgage data with implied cap rates","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 335","MISSING_FIELDS",,
"Federal Reserve Senior Loan Officer Opinion Survey",,"Federal Reserve",,,,,,,,,,,"CRE dashboard — CRE cap rate data from senior loan officer survey","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 339","MISSING_FIELDS",,
"MSCI Real Capital Analytics",,"MSCI",,,,,,,,,,,"CRE dashboard — aggregate cap rate data","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 341","MISSING_FIELDS",,
"Wharton CRE academic dataset",,"Wharton",,,,,,,,,,,"CRE dashboard — academic CRE transaction data","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 343","MISSING_FIELDS",,
"MIT CRE academic dataset",,"MIT",,,,,,,,,,,"CRE dashboard — academic CRE transaction data","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 343","MISSING_FIELDS",,
"NYU CRE academic dataset",,"NYU",,,,,,,,,,,"CRE dashboard — academic CRE transaction data","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 343","MISSING_FIELDS",,
"County recorder commercial deed transfers",,"County recorder systems",,,,,,,,,,,"CRE dashboard — county-level commercial deed transfers to compute cap rates","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 345","MISSING_FIELDS",,
"RCA CPPI (Commercial Property Price Index)",,"MSCI",,,,,,,,,,,"CRE dashboard — RCA CPPI national aggregate","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 349","MISSING_FIELDS",,
"FHFA House Price Index",,"FHFA",,,,,,,,,,,"CRE dashboard — FHFA House Price Index (residential / commercial property values)","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 353","MISSING_FIELDS",,
"CMBS delinquency by property type",,"FRED",,,,,,,,,,,"CRE dashboard — CMBS delinquency by office/retail/MF/industrial/hotel","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 359","MISSING_FIELDS",,
"MBA commercial mortgage maturity schedule",,"MBA",,,,,,,,,,,"CRE dashboard — $2.2T CRE debt maturity wall by year/type","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 365","MISSING_FIELDS",,
"Trepp free aggregate CRE data",,"Trepp",,,,,,,,,,,"CRE dashboard — CRE debt maturity/aggregate data","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 367","MISSING_FIELDS",,
"BankRegData.com",,"BankRegData",,"BankRegData.com",,,,,,,,,"CRE dashboard — CRE/Tier-1 ratios bank CRE concentration","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 369","OK",,
"FDIC BankFind",,"FDIC",,,,,,,,,,,"CRE dashboard — banks with CRE concentration > 300%","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 371","MISSING_FIELDS",,
"Special servicing rates",,,,,,,,,,,,,"CRE dashboard — quarterly special servicing aggregate","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 373","REVIEW","Generic ask without named source",
"Census Building Permits (commercial-specific)",,"Census",,,,,,,,,,,"CRE dashboard — commercial new construction starts by type","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 377","MISSING_FIELDS",,
"Census Construction Spending",,"Census",,,,,,,,,,,"CRE dashboard — private CRE construction by type","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 385","MISSING_FIELDS",,
"Dodge Construction Network",,"Dodge",,,,,,,,,,,"CRE dashboard — Dodge construction data","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 387","MISSING_FIELDS",,
"ConstructConnect / CMD",,"ConstructConnect / CMD",,,,,,,,,,,"CRE dashboard — construction data","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 389","MISSING_FIELDS",,
"Census ACS 5-Year API",,"Census",,,,,,,,,,,"CRE dashboard — demographics by state/MSA (population, growth, income, renter/owner ratio, employment, household formation)","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 393","MISSING_FIELDS",,
"Census Population Estimates",,"Census",,,,,,,,,,,"CRE dashboard — annual population estimate","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 409","MISSING_FIELDS",,
"IRS SOI Migration Data",,"IRS",,,,,,,,,,,"CRE dashboard — county-to-county migration patterns for MF demand","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 413","MISSING_FIELDS",,
"BLS Local Area Unemployment Statistics (LAUS)",,"BLS",,,,,,,,,,,"CRE dashboard — unemployment by MSA","Terminal_Research_Prompts_May2026.md","SEARCH 2 line 417","MISSING_FIELDS",,
"BLS LAUS",,"BLS",,,,,,,,,,,"Broker portal — unemployment by county/MSA","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 469","MISSING_FIELDS",,
"BLS QCEW",,"BLS",,,,,,,,,,,"Broker portal — employment by industry NAICS by county","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 471","MISSING_FIELDS",,
"Census ACS median household income (B19013)",,"Census",,,,,,,,,,,"Broker portal — median household income by census tract","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 473","MISSING_FIELDS",,
"Census ACS poverty rate",,"Census",,,,,,,,,,,"Broker portal — poverty rate by tract","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 475","MISSING_FIELDS",,
"Census County Business Patterns (CBP)",,"Census",,,,,,,,,,,"Broker portal — business establishment count by ZIP","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 477","MISSING_FIELDS",,
"Job growth rate by MSA",,,,,,,,,,,,,"Broker portal — job growth rate by MSA","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 479","REVIEW","Generic ask without named source",
"Census ACS commute time (B08301)",,"Census",,,,,,,,,,,"Broker portal — commute time / transportation to work","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 481","MISSING_FIELDS",,
"Census ACS demographics tables",,"Census",,,,,,,,,,,"Broker portal — population, age, household formation, owner/renter, education, vehicle ownership","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 485","MISSING_FIELDS",,
"FEMA flood zone (NFHL WMS / REST API)",,"FEMA",,,,,,,,,,,"Broker portal — FEMA flood zone by coordinate/address","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 505","MISSING_FIELDS",,
"EPA Superfund/NPL proximity (Envirofacts)",,"EPA",,,,,,,,,,,"Broker portal — Superfund/NPL proximity by radius","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 507","MISSING_FIELDS",,
"EPA Toxic Release Inventory (TRI)",,"EPA",,,,,,,,,,,"Broker portal — TRI near coordinate","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 509","MISSING_FIELDS",,
"EPA brownfields",,"EPA",,,,,,,,,,,"Broker portal — brownfields near coordinate","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 511","MISSING_FIELDS",,
"USGS seismic hazard model",,"USGS",,,,,,,,,,,"Broker portal — earthquake probability by location","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 513","MISSING_FIELDS",,
"NOAA Storm Events Database",,"NOAA",,,,,,,,,,,"Broker portal — storm event frequency by county","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 515","MISSING_FIELDS",,
"CDC Environmental Health data",,"CDC",,,,,,,,,,,"Broker portal — environmental health data by tract","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 517","MISSING_FIELDS",,
"Radon zone by county (EPA or state EPAs)",,"EPA",,,,,,,,,,,"Broker portal — radon zone by county","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 519","MISSING_FIELDS",,
"USFWS National Wetlands Inventory",,"USFWS",,,,,,,,,,,"Broker portal — wetlands near parcel","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 521","MISSING_FIELDS",,
"EPA AirNow",,"EPA",,,,,,,,,,,"Broker portal — air quality index AQI by ZIP","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 523","MISSING_FIELDS",,
"USDA NRCS Web Soil Survey",,"USDA NRCS",,,,,,,,,,,"Broker portal — soil type and composition","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 525","MISSING_FIELDS",,
"FAA airport noise contours",,"FAA",,,,,,,,,,,"Broker portal — airport noise contours","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 527","MISSING_FIELDS",,
"Walk Score",,"walkscore.com",,"walkscore.com",,,,,,,,,"Broker portal — Walk Score","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 531","OK",,
"Transit Score",,"walkscore.com",,"walkscore.com",,,,,,,,,"Broker portal — Transit Score","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 531","OK",,
"Bike Score",,"walkscore.com",,"walkscore.com",,,,,,,,,"Broker portal — Bike Score","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 531","OK",,
"OpenStreetMap Overpass (transit stops)",,"OpenStreetMap",,,,,,,,,,,"Broker portal — nearest transit stops within 1km","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 533","MISSING_FIELDS",,
"GreatSchools API",,"GreatSchools",,,,,,,,,,,"Broker portal — school quality within catchment","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 537","MISSING_FIELDS",,
"SchoolDigger API",,"SchoolDigger",,,,,,,,,,,"Broker portal — school quality data","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 539","MISSING_FIELDS",,
"Open Charge Map",,"Open Charge Map",,,,,,,,,,,"Broker portal — EV charging stations","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 541","MISSING_FIELDS",,
"OpenStreetMap Overpass (hospitals)",,"OpenStreetMap",,,,,,,,,,,"Broker portal — hospitals within radius","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 543","MISSING_FIELDS",,
"OpenStreetMap Overpass (grocery stores)",,"OpenStreetMap",,,,,,,,,,,"Broker portal — grocery stores within radius","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 545","MISSING_FIELDS",,
"FCC Broadband Map",,"FCC",,,,,,,,,,,"Broker portal — internet service quality by address","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 547","MISSING_FIELDS",,
"FBI UCR API",,"FBI",,,,,,,,,,,"Broker portal — crime rate by address/tract","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 549","MISSING_FIELDS",,
"Fire station response time",,,,,,,,,,,,,"Broker portal — fire station response time","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 551","REVIEW","Generic ask without named source",
"DOT FHWA TMAS",,"DOT FHWA",,,,,,,,,,,"Broker portal — highway access and traffic volume","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 553","MISSING_FIELDS",,
"DOT NPMRDS",,"DOT",,,,,,,,,,,"Broker portal — traffic volume","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 553","MISSING_FIELDS",,
"HUD Fair Market Rents",,"HUD",,,,,,,,,,,"Broker portal — HUD Fair Market Rents by ZIP","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 557","MISSING_FIELDS",,
"HUD Income Limits",,"HUD",,,,,,,,,,,"Broker portal — HUD income limits by area","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 559","MISSING_FIELDS",,
"HUD USPS Vacancy Data",,"HUD",,,,,,,,,,,"Broker portal — addresses flagged as vacant by mail carriers","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 561","MISSING_FIELDS",,
"Census Housing Units",,"Census",,,,,,,,,,,"Broker portal — total, occupied, vacant housing units by tract","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 563","MISSING_FIELDS",,
"Census Building Permits",,"Census",,,,,,,,,,,"Broker portal — new construction pipeline by county","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 565","MISSING_FIELDS",,
"Zillow Home Value Index by ZIP",,"Zillow",,,,,,,,,,,"Broker portal — Zillow ZHVI by ZIP","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 567","MISSING_FIELDS",,
"FHFA House Price Index by MSA",,"FHFA",,,,,,,,,,,"Broker portal — FHFA HPI by MSA","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 569","MISSING_FIELDS",,
"Property tax rates by county",,,,,,,,,,,,,"Broker portal — county property tax rates","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 571","REVIEW","Generic ask without named source",
"CDFI Fund Opportunity Zones",,"CDFI Fund",,,,,,,,,,,"Broker portal — Opportunity Zone lookup by tract","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 573","MISSING_FIELDS",,
"LIHTC properties",,"HUD",,,,,,,,,,,"Broker portal — Low-Income Housing Tax Credit properties near address","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 575","MISSING_FIELDS",,
"Qualified Census Tracts (QCT) lookup",,"HUD",,,,,,,,,,,"Broker portal — QCT lookup","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 577","MISSING_FIELDS",,
"EIA electricity rates",,"EIA",,,,,,,,,,,"Broker portal — electricity rates by ZIP/utility territory","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 581","MISSING_FIELDS",,
